customer_id,tenure_months,monthly_charges,contract,internet_service,payment_method,support_calls,senior_citizen,churn
C00864,29,30.1,Month-to-month,Fiber optic,Mailed check,0,0,1
C00865,8,36.75,Month-to-month,,Bank transfer,1,1,0
C00866,5,34.73,Two year,Fiber optic,Electronic check,1,0,1
C00867,29,,Month-to-month,No,Mailed check,2,1,1
C00868,47,95.93,Two year,DSL,Bank transfer,1,0,0
C00869,68,116.78,Month-to-month,No,Bank transfer,2,0,0
C00870,45,63.97,Two year,No,Mailed check,1,1,0
C00871,2,47.84,One year,DSL,Electronic check,1,0,0
C00872,27,99.83,Two year,No,Bank transfer,1,0,1
C00873,36,52.63,Two year,Fiber optic,Electronic check,0,1,0
C00874,36,49.94,Month-to-month,,Electronic check,0,0,0
C00875,26,43.25,Month-to-month,Fiber optic,Bank transfer,0,1,0
C00876,43,32.97,Month-to-month,Fiber optic,Mailed check,1,0,1
C00877,27,45.65,One year,Fiber optic,Electronic check,1,0,0
C00878,69,55.53,Two year,Fiber optic,Credit card,0,0,0
C00879,20,87.4,Month-to-month,DSL,Mailed check,1,0,0
C00880,11,26.26,One year,Fiber optic,Bank transfer,1,0,0
C00881,38,41.05,Month-to-month,DSL,Credit card,1,0,0
C00882,6,100.9,Two year,DSL,Electronic check,2,0,0
C00883,23,34.69,Two year,DSL,Mailed check,1,0,0
C00884,47,54.26,Month-to-month,Fiber optic,Credit card,0,0,0
C00885,46,106.47,Month-to-month,DSL,Mailed check,3,1,1
C00886,12,35.49,Month-to-month,DSL,Electronic check,1,0,1
C00887,13,28.27,One year,DSL,Mailed check,0,0,0
C00888,62,68.45,Month-to-month,DSL,Credit card,3,1,1
C00889,60,50.24,Month-to-month,Fiber optic,Mailed check,0,0,1
C00890,43,76.34,Month-to-month,No,Bank transfer,3,1,1
C00891,68,100.38,Month-to-month,DSL,Bank transfer,2,0,1
C00892,5,33.71,Month-to-month,No,Credit card,2,0,0
C00893,37,78.07,One year,Fiber optic,Mailed check,0,0,0
C00894,31,70.55,Month-to-month,Fiber optic,Credit card,1,0,0
C00895,9,34.41,One year,Fiber optic,Mailed check,1,1,0
C00896,51,82.4,One year,No,Electronic check,0,0,0
C00897,29,47.36,Month-to-month,DSL,Bank transfer,2,0,0
C00898,40,68.78,Month-to-month,Fiber optic,Electronic check,1,0,0
C00899,41,28.23,One year,Fiber optic,Mailed check,0,0,1
C00900,11,65.96,Two year,Fiber optic,Electronic check,0,0,1
C00901,23,50.65,Month-to-month,No,Credit card,0,0,1
C00902,1,102.24,Month-to-month,DSL,Credit card,4,1,1
C00903,46,25.7,Month-to-month,Fiber optic,Mailed check,5,1,1
C00904,21,61.86,One year,Fiber optic,Bank transfer,3,0,1
C00905,36,65.84,Month-to-month,Fiber optic,Credit card,2,0,1
C00906,54,92.5,Month-to-month,DSL,Bank transfer,1,0,1
C00907,57,,One year,Fiber optic,Mailed check,1,0,0
C00908,1,,One year,No,Bank transfer,1,0,1
C00909,63,97.7,Month-to-month,Fiber optic,Mailed check,1,0,1
C00910,54,106.22,Month-to-month,No,Electronic check,0,0,0
C00911,55,51.39,One year,,Mailed check,0,1,0
C00912,40,73.8,Month-to-month,DSL,Electronic check,0,0,0
C00913,15,104.01,Month-to-month,DSL,Mailed check,2,0,0
C00914,21,118.95,Two year,DSL,Credit card,0,0,0
C00915,47,108.95,Month-to-month,Fiber optic,Credit card,1,0,1
C00916,53,57.15,One year,DSL,Bank transfer,2,0,0
C00917,9,39.52,Two year,Fiber optic,Mailed check,0,0,0
C00918,52,68.94,Month-to-month,Fiber optic,Mailed check,1,0,0
C00919,57,94.16,Month-to-month,DSL,Mailed check,0,1,0
C00920,26,69.26,One year,DSL,Bank transfer,0,1,0
C00921,41,68.32,Two year,DSL,Credit card,2,0,0
C00922,35,103.82,Two year,Fiber optic,Mailed check,1,0,0
C00923,63,,One year,DSL,Bank transfer,1,0,0
C00924,25,105.98,Month-to-month,DSL,Mailed check,2,1,1
C00925,38,,One year,No,Electronic check,0,1,0
C00926,2,52.82,Month-to-month,No,Mailed check,0,0,1
C00927,7,65.4,Month-to-month,DSL,Electronic check,0,0,0
C00928,34,96.24,Month-to-month,Fiber optic,Bank transfer,2,0,0
C00929,17,32.6,Month-to-month,Fiber optic,Bank transfer,0,0,1
C00930,43,39.64,One year,Fiber optic,Credit card,2,0,0
C00931,59,115.14,Month-to-month,Fiber optic,Mailed check,1,0,0
C00932,51,37.55,Month-to-month,DSL,Bank transfer,1,0,0
C00933,54,76.77,Month-to-month,Fiber optic,Credit card,2,0,1
C00934,24,77.93,Two year,Fiber optic,Mailed check,0,1,0
C00935,25,68.96,One year,DSL,Bank transfer,3,0,1
C00936,71,84.47,Month-to-month,Fiber optic,Electronic check,1,0,0
C00937,52,42.98,Month-to-month,Fiber optic,Bank transfer,1,0,0
C00938,70,75.27,Month-to-month,DSL,Electronic check,0,0,0
C00939,33,57.22,Two year,DSL,Credit card,5,0,1
C00940,49,86.17,One year,Fiber optic,Credit card,0,0,0
C00941,29,34.12,Month-to-month,DSL,Mailed check,0,1,1
C00942,63,77.09,One year,Fiber optic,Mailed check,1,0,0
C00943,22,38.53,Month-to-month,DSL,Mailed check,1,0,0
C00944,26,47.86,Two year,DSL,Credit card,2,0,0
C00945,28,41.87,Month-to-month,Fiber optic,Electronic check,0,0,1
C00946,49,38.28,Month-to-month,Fiber optic,Mailed check,1,1,1
C00947,71,102.57,Month-to-month,No,Mailed check,1,0,0
C00948,49,48.57,Month-to-month,Fiber optic,Credit card,0,0,0
C00949,20,112.71,Two year,DSL,Electronic check,2,0,0
C00950,63,116.99,Month-to-month,Fiber optic,Bank transfer,1,0,0
C00951,61,77.13,Two year,Fiber optic,Mailed check,0,1,0
C00952,49,34.3,One year,DSL,Bank transfer,1,0,0
C00953,71,57.45,Month-to-month,No,Bank transfer,1,0,0
C00954,1,99.77,Month-to-month,DSL,Mailed check,0,0,1
C00955,13,56.74,Month-to-month,No,Credit card,1,0,1
C00956,51,28.7,One year,No,Mailed check,4,0,0
C00957,56,75.68,Month-to-month,Fiber optic,Electronic check,3,0,0
C00958,62,104.51,Month-to-month,No,Electronic check,1,0,0
C00959,32,99.59,Month-to-month,Fiber optic,Mailed check,1,0,1
C00960,30,37.51,One year,DSL,Bank transfer,0,0,0
C00961,29,87.28,Month-to-month,Fiber optic,Electronic check,1,0,1
C00962,49,42.05,Month-to-month,,Electronic check,0,0,0
C00963,45,41.82,Month-to-month,Fiber optic,Mailed check,0,0,0
C00964,30,107.41,Month-to-month,Fiber optic,Mailed check,1,0,0
C00965,16,44.97,Two year,Fiber optic,Credit card,1,1,0
C00966,40,46.32,Month-to-month,DSL,Mailed check,1,0,0
C00967,19,20.07,Two year,Fiber optic,Mailed check,1,1,0
C00968,18,107.07,One year,No,Electronic check,5,0,0
C00969,1,99.26,One year,DSL,Electronic check,5,0,1
C00970,47,82.73,One year,Fiber optic,Electronic check,3,0,0
C00971,66,95.03,Month-to-month,,Bank transfer,2,1,0
C00972,38,35.2,Month-to-month,Fiber optic,Electronic check,1,0,0
C00973,51,65.83,One year,DSL,Electronic check,2,0,0
C00974,63,55.12,Month-to-month,Fiber optic,Mailed check,1,1,0
C00975,4,29.38,One year,DSL,Credit card,0,1,0
C00976,1,68.61,Month-to-month,DSL,Electronic check,3,0,1
C00977,8,112.07,Two year,No,Credit card,2,1,1
C00978,29,24.01,One year,DSL,Electronic check,0,0,1
C00979,55,49.15,Month-to-month,Fiber optic,Electronic check,0,0,0
C00980,3,40.75,Month-to-month,DSL,Credit card,1,0,1
C00981,32,43.81,One year,Fiber optic,Mailed check,0,0,0
C00982,10,110.84,One year,Fiber optic,Electronic check,3,0,0
C00983,34,66.81,Month-to-month,DSL,Credit card,0,0,0
C00984,55,66.63,Two year,DSL,Electronic check,1,0,0
C00985,32,96.06,Month-to-month,Fiber optic,Bank transfer,2,0,0
C00986,50,35.45,Month-to-month,Fiber optic,Bank transfer,2,1,1
C00987,7,68.73,Two year,Fiber optic,Bank transfer,3,0,0
C00988,8,63.0,Two year,Fiber optic,Bank transfer,1,1,0
C00989,65,,One year,Fiber optic,Mailed check,0,1,0
C00990,57,119.96,Two year,DSL,Bank transfer,1,1,0
C00991,67,96.94,Month-to-month,,Credit card,1,0,0
C00992,59,59.79,Two year,DSL,Electronic check,0,0,0
C00993,54,102.76,Month-to-month,DSL,Credit card,0,0,0
C00994,67,37.07,Month-to-month,DSL,Bank transfer,2,0,0
C00995,51,23.05,Month-to-month,Fiber optic,Mailed check,1,0,0
C00996,8,40.44,Month-to-month,Fiber optic,Bank transfer,1,0,1
C00997,34,54.04,Month-to-month,No,Bank transfer,2,0,0
C00998,35,71.06,Month-to-month,DSL,Mailed check,1,1,0
C00999,32,81.51,Month-to-month,Fiber optic,Mailed check,2,1,1
C01000,46,,Month-to-month,No,Mailed check,1,0,0
C01001,16,70.99,One year,Fiber optic,Mailed check,0,0,0
C01002,68,70.13,Month-to-month,DSL,Mailed check,0,0,0
C01003,37,25.02,Month-to-month,DSL,Mailed check,0,1,1
C01004,54,23.49,One year,,Electronic check,1,0,0
C01005,14,75.12,Two year,DSL,Bank transfer,2,0,1
C01006,55,,One year,Fiber optic,Bank transfer,1,0,0
C01007,48,103.92,Month-to-month,DSL,Mailed check,2,0,0
C01008,7,36.07,One year,DSL,Credit card,0,1,1
C01009,7,22.5,Month-to-month,Fiber optic,Mailed check,4,0,1
C01010,33,64.9,Month-to-month,Fiber optic,Electronic check,1,0,1
C01011,23,43.75,Month-to-month,Fiber optic,Credit card,0,1,1
C01012,19,24.96,Two year,Fiber optic,Electronic check,3,1,0
C01013,19,92.46,Month-to-month,Fiber optic,Credit card,0,1,1
C01014,36,31.16,Month-to-month,DSL,Credit card,2,0,1
C01015,29,80.83,Month-to-month,Fiber optic,Mailed check,1,0,1
C01016,60,,Two year,Fiber optic,Electronic check,3,0,0
C01017,2,37.35,One year,No,Credit card,2,0,0
C01018,1,57.98,Month-to-month,DSL,Electronic check,1,0,1
C01019,47,100.14,One year,Fiber optic,Mailed check,1,0,0
C01020,69,59.21,Month-to-month,DSL,Mailed check,1,0,0
C01021,20,95.08,One year,Fiber optic,Mailed check,1,1,1
C01022,11,32.55,Month-to-month,DSL,Mailed check,1,0,0
C01023,2,97.28,Two year,DSL,Bank transfer,3,1,0
C01024,67,43.69,Month-to-month,No,Credit card,2,0,0
C01025,12,87.74,One year,Fiber optic,Bank transfer,1,0,0
C01026,20,76.58,Month-to-month,Fiber optic,Mailed check,1,0,0
C01027,5,112.91,Month-to-month,DSL,Credit card,1,0,1
C01028,37,58.73,Month-to-month,DSL,Credit card,3,0,0
C01029,38,26.62,Month-to-month,Fiber optic,Electronic check,0,1,1
C01030,9,21.92,Month-to-month,No,Mailed check,1,0,0
C01031,53,,One year,No,Bank transfer,3,1,0
C01032,44,72.47,Month-to-month,Fiber optic,Electronic check,1,0,1
C01033,24,97.52,One year,Fiber optic,Credit card,1,1,0
C01034,30,43.44,Two year,No,Bank transfer,1,0,0
C01035,59,54.51,One year,Fiber optic,Mailed check,1,0,0
C01036,14,23.01,One year,Fiber optic,Bank transfer,2,0,0
C01037,9,116.15,One year,DSL,Bank transfer,1,0,0
C01038,40,86.79,Month-to-month,Fiber optic,Bank transfer,1,1,1
C01039,66,113.32,Two year,Fiber optic,Electronic check,1,0,0
C01040,25,46.55,Month-to-month,No,Credit card,0,0,0
C01041,22,81.15,One year,,Bank transfer,2,0,0
C01042,4,87.85,One year,DSL,Credit card,2,0,0
C01043,26,51.75,Month-to-month,Fiber optic,Electronic check,2,0,1
C01044,58,104.81,Month-to-month,No,Mailed check,2,0,0
C01045,29,114.72,Month-to-month,DSL,Mailed check,3,0,0
C01046,37,108.49,Two year,DSL,Bank transfer,2,0,0
C01047,70,93.91,Two year,DSL,Electronic check,2,0,0
C01048,18,47.75,Month-to-month,Fiber optic,Mailed check,1,0,1
C01049,42,48.16,One year,,Electronic check,3,1,0
C01050,41,116.34,Two year,Fiber optic,Electronic check,1,1,1
C01051,38,21.03,Month-to-month,DSL,Bank transfer,3,0,0
C01052,34,91.6,Month-to-month,,Bank transfer,1,0,0
C01053,17,90.62,One year,DSL,Electronic check,1,0,0
C01054,37,82.27,Two year,DSL,Electronic check,1,0,0
C01055,25,119.01,Two year,Fiber optic,Bank transfer,1,0,0
C01056,27,51.19,Month-to-month,Fiber optic,Electronic check,2,1,0
C01057,57,54.0,Month-to-month,DSL,Bank transfer,0,0,1
C01058,31,27.89,Month-to-month,DSL,Credit card,0,0,0
C01059,6,64.28,Month-to-month,DSL,Electronic check,3,0,1
C01060,40,46.1,Month-to-month,Fiber optic,Bank transfer,4,0,1
C01061,12,54.34,One year,Fiber optic,Electronic check,1,0,0
C01062,53,103.46,Month-to-month,Fiber optic,Bank transfer,0,0,0
C01063,71,113.55,Two year,Fiber optic,Electronic check,3,0,0
C01064,10,38.57,Month-to-month,Fiber optic,Mailed check,0,0,0
C01065,45,57.25,One year,DSL,Mailed check,0,1,0
C01066,17,112.86,Month-to-month,No,Electronic check,1,0,1
C01067,26,26.18,Month-to-month,No,Mailed check,1,0,1
C01068,62,29.24,Month-to-month,DSL,Electronic check,3,0,0
C01069,46,36.28,Two year,DSL,Electronic check,0,1,0
C01070,64,79.52,Two year,DSL,Credit card,2,1,0
C01071,2,35.05,Month-to-month,DSL,Credit card,1,0,1
C01072,54,116.81,Month-to-month,Fiber optic,Mailed check,2,0,1
C01073,65,64.67,Two year,Fiber optic,Credit card,0,0,0
C01074,51,70.15,Month-to-month,Fiber optic,Credit card,1,0,0
C01075,53,,Month-to-month,Fiber optic,Electronic check,2,0,1
C01076,36,67.1,One year,Fiber optic,Bank transfer,1,0,0
C01077,26,86.19,Two year,Fiber optic,Electronic check,0,0,1
C01078,29,95.12,Month-to-month,DSL,Credit card,3,0,0
C01079,21,95.39,Month-to-month,DSL,Electronic check,0,0,1
C01080,11,77.79,Two year,Fiber optic,Mailed check,0,0,0
C01081,40,110.44,Month-to-month,DSL,Bank transfer,2,0,0
C01082,11,101.74,Month-to-month,DSL,Credit card,0,0,1
C01083,36,95.7,One year,No,Credit card,0,0,0
C01084,59,25.56,Two year,Fiber optic,Electronic check,1,0,0
C01085,39,20.69,Month-to-month,DSL,Electronic check,5,0,0
C01086,54,41.24,Two year,Fiber optic,Electronic check,1,0,0
C01087,55,86.35,One year,Fiber optic,Electronic check,0,0,0
C01088,24,,Month-to-month,DSL,Credit card,0,0,1
C01089,22,60.24,Two year,DSL,Electronic check,1,0,1
C01090,69,108.46,Month-to-month,No,Credit card,0,0,0
C01091,56,109.56,Month-to-month,,Electronic check,2,1,0
C01092,33,110.92,One year,DSL,Bank transfer,1,0,0
C01093,36,51.39,Month-to-month,Fiber optic,Bank transfer,0,0,0
C01094,20,89.11,Month-to-month,Fiber optic,Electronic check,1,0,0
C01095,62,47.16,Month-to-month,DSL,Electronic check,4,1,0
C01096,26,39.06,Month-to-month,DSL,Mailed check,0,1,0
C01097,66,38.46,Two year,DSL,Bank transfer,1,0,0
C01098,40,54.21,One year,No,Credit card,0,0,0
C01099,17,63.0,Two year,DSL,Bank transfer,0,0,0
C01100,1,103.09,Month-to-month,Fiber optic,Credit card,1,1,1
C01101,61,31.99,Month-to-month,No,Electronic check,0,0,0
C01102,43,93.49,Month-to-month,DSL,Bank transfer,2,1,1
C01103,42,73.15,Month-to-month,No,Bank transfer,1,0,0
C01104,25,48.79,Month-to-month,No,Mailed check,0,0,0
C01105,39,69.28,One year,No,Mailed check,0,1,0
C01106,35,49.99,Two year,DSL,Bank transfer,2,0,0
C01107,3,79.61,Two year,Fiber optic,Bank transfer,2,1,1
C01108,44,63.38,Month-to-month,Fiber optic,Bank transfer,1,0,1
C01109,51,36.44,Two year,No,Credit card,0,1,0
C01110,12,31.66,Month-to-month,DSL,Electronic check,3,0,1
C01111,19,74.67,Month-to-month,Fiber optic,Mailed check,2,0,1
C01112,44,,Two year,DSL,Electronic check,2,0,1
C01113,59,54.4,One year,DSL,Mailed check,3,0,0
C01114,49,93.3,Month-to-month,Fiber optic,Mailed check,2,0,1
C01115,61,85.87,Month-to-month,Fiber optic,Mailed check,2,1,0
C01116,17,113.16,Month-to-month,Fiber optic,Bank transfer,3,0,1
C01117,57,102.1,One year,Fiber optic,Mailed check,1,0,0
C01118,55,76.66,Month-to-month,No,Electronic check,2,1,0
C01119,47,,Two year,Fiber optic,Mailed check,0,0,0
C01120,12,109.84,Month-to-month,Fiber optic,Electronic check,1,0,0
C01121,62,59.95,Month-to-month,Fiber optic,Mailed check,2,0,1
C01122,8,52.68,Month-to-month,Fiber optic,Mailed check,2,1,0
C01123,21,21.08,Month-to-month,Fiber optic,Bank transfer,0,0,0
C01124,70,102.66,Month-to-month,No,Electronic check,3,0,0
C01125,25,100.1,One year,Fiber optic,Mailed check,0,1,1
C01126,12,30.45,Two year,Fiber optic,Mailed check,0,0,0
C01127,15,,Two year,DSL,Electronic check,0,0,0
C01128,59,66.4,Two year,DSL,Mailed check,1,0,0
C01129,26,31.87,Two year,Fiber optic,Credit card,1,1,1
C01130,26,118.06,One year,DSL,Bank transfer,2,0,0
C01131,47,41.47,Two year,DSL,Electronic check,1,0,0
C01132,32,26.72,Month-to-month,Fiber optic,Bank transfer,0,0,0
C01133,10,79.48,Month-to-month,DSL,Credit card,1,0,1
C01134,16,93.89,Month-to-month,DSL,Credit card,3,0,1
C01135,71,23.24,Month-to-month,Fiber optic,Credit card,1,0,1
C01136,17,85.87,Month-to-month,Fiber optic,Electronic check,2,0,1
C01137,23,73.23,Two year,No,Credit card,3,0,1
C01138,26,30.33,Month-to-month,Fiber optic,Electronic check,2,0,0
C01139,7,37.25,Month-to-month,Fiber optic,Electronic check,1,0,1
C01140,14,76.8,Month-to-month,,Mailed check,0,0,0
C01141,7,49.64,Month-to-month,,Electronic check,4,0,1
C01142,9,113.83,Month-to-month,DSL,Credit card,0,0,1
C01143,48,101.87,Month-to-month,DSL,Electronic check,1,0,1
C01144,59,118.36,Month-to-month,Fiber optic,Electronic check,2,0,0
C01145,39,45.97,Month-to-month,Fiber optic,Bank transfer,0,0,0
C01146,18,116.97,One year,Fiber optic,Credit card,3,0,1
C01147,59,,One year,Fiber optic,Electronic check,1,0,1
C01148,17,54.75,Month-to-month,Fiber optic,Mailed check,0,0,0
C01149,14,25.03,Month-to-month,No,Electronic check,1,0,0
C01150,31,25.28,Month-to-month,Fiber optic,Electronic check,0,0,0
C01151,24,89.2,One year,DSL,Bank transfer,1,1,0
C01152,60,65.79,Month-to-month,No,Credit card,0,0,0
C01153,45,42.65,Month-to-month,DSL,Credit card,2,0,1
C01154,3,81.4,One year,Fiber optic,Mailed check,1,0,1
C01155,37,45.29,Month-to-month,No,Mailed check,1,0,0
C01156,43,77.76,Month-to-month,Fiber optic,Mailed check,1,0,0
C01157,40,55.92,Month-to-month,Fiber optic,Electronic check,1,0,1
C01158,55,102.36,Two year,Fiber optic,Electronic check,1,0,0
C01159,39,102.07,Two year,Fiber optic,Mailed check,0,0,0
C01160,15,,One year,Fiber optic,Credit card,1,0,1
C01161,4,55.08,Month-to-month,Fiber optic,Credit card,1,0,1
C01162,25,56.26,Month-to-month,Fiber optic,Mailed check,2,0,0
C01163,13,100.57,Two year,Fiber optic,Bank transfer,0,0,1
C01164,33,52.82,Two year,DSL,Credit card,3,1,1
C01165,16,40.91,Month-to-month,Fiber optic,Credit card,1,0,1
C01166,42,28.47,Two year,Fiber optic,Mailed check,0,0,0
C01167,66,66.67,Month-to-month,Fiber optic,Credit card,1,0,0
C01168,55,68.21,Month-to-month,Fiber optic,Electronic check,1,0,0
C01169,42,104.09,One year,Fiber optic,Electronic check,3,1,0
C01170,34,42.12,Month-to-month,Fiber optic,Credit card,2,0,0
C01171,30,58.1,Two year,Fiber optic,Electronic check,0,0,0
C01172,13,100.84,Month-to-month,No,Bank transfer,0,0,1
C01173,13,102.36,Month-to-month,DSL,Credit card,2,0,1
C01174,18,58.46,Two year,No,Mailed check,2,0,0
C01175,32,65.91,Two year,DSL,Electronic check,1,0,0
C01176,39,50.33,Month-to-month,DSL,Bank transfer,0,1,1
C01177,46,113.26,Month-to-month,No,Bank transfer,0,0,1
C01178,29,31.86,One year,DSL,Electronic check,0,0,0
C01179,62,113.37,Month-to-month,Fiber optic,Bank transfer,0,0,1
C01180,62,88.39,Two year,,Credit card,1,0,0
C01181,57,73.16,Two year,No,Bank transfer,0,0,0
C01182,16,23.27,Month-to-month,No,Electronic check,0,0,1
C01183,56,67.56,Month-to-month,DSL,Bank transfer,2,0,0
C01184,10,60.77,Month-to-month,Fiber optic,Electronic check,0,0,0
C01185,30,36.12,Two year,DSL,Electronic check,1,0,0
C01186,25,85.64,Month-to-month,Fiber optic,Bank transfer,0,0,1
C01187,5,117.12,Month-to-month,No,Electronic check,5,1,0
C01188,65,76.22,Month-to-month,Fiber optic,Electronic check,1,1,0
C01189,49,91.48,One year,Fiber optic,Mailed check,1,1,0
C01190,3,26.85,Month-to-month,Fiber optic,Credit card,1,0,1
C01191,45,61.77,Month-to-month,Fiber optic,Electronic check,1,0,1
C01192,14,31.64,Two year,No,Credit card,1,0,0
C01193,30,81.28,Two year,DSL,Mailed check,3,1,0
C01194,68,113.85,One year,Fiber optic,Mailed check,1,0,0
C01195,18,86.18,Month-to-month,No,Mailed check,0,0,1
C01196,62,27.68,Month-to-month,Fiber optic,Mailed check,2,0,1
C01197,37,55.47,One year,DSL,Credit card,0,0,0
C01198,25,75.07,Month-to-month,Fiber optic,Bank transfer,1,0,1
C01199,48,60.32,Two year,,Bank transfer,1,0,0
C01200,65,103.36,One year,DSL,Credit card,1,0,0
C01201,53,101.47,Month-to-month,No,Electronic check,0,1,0
C01202,15,81.18,Two year,Fiber optic,Credit card,2,0,1
C01203,49,57.35,Two year,No,Electronic check,0,1,0
C01204,68,45.53,Month-to-month,No,Electronic check,0,0,1
C01205,12,30.59,Month-to-month,Fiber optic,Bank transfer,2,0,0
C01206,59,,Month-to-month,DSL,Mailed check,3,0,0
C01207,37,61.32,Month-to-month,Fiber optic,Bank transfer,0,0,0
C01208,61,87.58,Month-to-month,DSL,Bank transfer,0,0,0
C01209,43,85.82,One year,No,Credit card,3,0,1
C01210,70,27.01,Two year,DSL,Credit card,0,0,0
C01211,39,59.53,Month-to-month,DSL,Electronic check,0,0,1
C01212,56,38.18,Month-to-month,Fiber optic,Credit card,1,0,0
C01213,63,35.68,One year,DSL,Electronic check,0,0,0
C01214,46,,Month-to-month,DSL,Electronic check,1,0,0
C01215,11,24.19,Two year,Fiber optic,Mailed check,1,0,0
C01216,62,61.92,Month-to-month,DSL,Mailed check,3,0,1
C01217,25,36.82,Month-to-month,DSL,Bank transfer,4,0,1
C01218,71,107.93,Month-to-month,,Mailed check,1,0,1
C01219,52,75.7,One year,Fiber optic,Electronic check,3,0,0
C01220,4,,Month-to-month,Fiber optic,Credit card,1,0,1
C01221,59,70.24,One year,Fiber optic,Mailed check,1,0,0
C01222,20,93.15,Month-to-month,Fiber optic,Mailed check,1,0,1
C01223,63,115.81,Month-to-month,Fiber optic,Mailed check,0,0,0
C01224,54,42.04,Month-to-month,No,Mailed check,2,0,1
C01225,57,108.62,Two year,DSL,Electronic check,1,1,0
C01226,41,113.43,Two year,Fiber optic,Electronic check,2,0,1
C01227,3,111.64,Month-to-month,No,Bank transfer,1,0,1
C01228,6,83.54,Month-to-month,No,Credit card,3,1,1
C01229,5,82.98,Month-to-month,DSL,Bank transfer,1,0,0
C01230,5,60.32,Month-to-month,DSL,Bank transfer,2,0,1
C01231,54,95.24,Month-to-month,Fiber optic,Mailed check,1,1,1
C01232,47,73.13,Two year,DSL,Credit card,0,1,0
C01233,49,87.74,Two year,No,Mailed check,0,0,0
C01234,9,62.85,Month-to-month,,Electronic check,0,0,0
C01235,20,93.15,Month-to-month,Fiber optic,Bank transfer,0,0,1
C01236,61,102.45,Two year,DSL,Credit card,1,0,0
C01237,35,34.64,Two year,Fiber optic,Electronic check,0,0,0
C01238,50,103.29,Month-to-month,Fiber optic,Bank transfer,1,0,1
C01239,62,74.03,Month-to-month,No,Credit card,1,1,0
C01240,17,104.47,Month-to-month,DSL,Bank transfer,2,0,0
C01241,3,63.13,Month-to-month,DSL,Credit card,2,0,1
C01242,32,57.9,Month-to-month,Fiber optic,Bank transfer,0,0,0
C01243,13,111.51,Month-to-month,DSL,Mailed check,1,0,1
C01244,68,45.12,One year,Fiber optic,Bank transfer,1,0,0
C01245,14,104.42,Month-to-month,No,Bank transfer,0,0,0
C01246,11,68.4,Month-to-month,,Credit card,1,0,1
C01247,56,71.41,Month-to-month,No,Credit card,0,0,1
C01248,67,50.85,Two year,DSL,Mailed check,0,0,0
C01249,29,77.3,Two year,DSL,Credit card,0,0,0
C01250,9,52.52,Month-to-month,DSL,Bank transfer,0,0,0
C01251,67,,Month-to-month,DSL,Credit card,1,0,0
C01252,25,47.2,Two year,No,Credit card,0,0,0
C01253,42,20.64,Month-to-month,DSL,Credit card,0,0,1
C01254,9,117.84,Month-to-month,Fiber optic,Mailed check,3,0,1
C01255,40,116.57,Month-to-month,Fiber optic,Mailed check,2,1,0
C01256,25,59.52,Month-to-month,No,Electronic check,5,0,1
C01257,5,92.84,Month-to-month,DSL,Mailed check,1,0,1
C01258,11,54.58,Two year,,Mailed check,1,0,0
C01259,59,87.11,One year,DSL,Mailed check,1,0,0
C01260,38,100.54,Month-to-month,Fiber optic,Bank transfer,1,0,1
C01261,5,114.68,Two year,DSL,Electronic check,1,0,1
C01262,48,60.02,Month-to-month,No,Bank transfer,0,0,0
C01263,18,98.33,Month-to-month,Fiber optic,Mailed check,1,0,0
C01264,70,46.59,One year,Fiber optic,Mailed check,1,0,0
C01265,37,119.03,One year,Fiber optic,Electronic check,0,0,0
C01266,60,22.58,Month-to-month,DSL,Electronic check,2,0,0
C01267,48,80.35,Month-to-month,Fiber optic,Credit card,1,0,0
C01268,28,85.95,One year,No,Mailed check,0,0,0
C01269,69,88.8,One year,No,Mailed check,1,0,0
C01270,40,32.04,One year,No,Bank transfer,2,1,0
C01271,45,113.85,Month-to-month,No,Credit card,1,0,0
C01272,62,38.12,Month-to-month,,Mailed check,1,0,1
C01273,58,82.28,Month-to-month,DSL,Bank transfer,0,0,0
C01274,67,42.27,Month-to-month,DSL,Electronic check,2,0,0
C01275,56,50.72,Two year,DSL,Bank transfer,1,1,0
C01276,40,74.65,Month-to-month,DSL,Mailed check,2,0,0
C01277,40,61.72,Month-to-month,Fiber optic,Bank transfer,0,0,1
C01278,33,36.02,One year,Fiber optic,Bank transfer,1,0,0
C01279,6,37.09,Month-to-month,No,Credit card,1,0,1
C01280,19,61.81,Month-to-month,Fiber optic,Credit card,1,0,1
C01281,40,95.73,Two year,No,Electronic check,1,1,0
C01282,59,109.8,Two year,DSL,Credit card,3,0,0
C01283,59,28.41,One year,DSL,Bank transfer,2,0,0
C01284,48,59.31,Month-to-month,Fiber optic,Credit card,0,0,0
C01285,41,30.02,One year,DSL,Mailed check,4,0,0
C01286,13,21.66,One year,DSL,Bank transfer,2,0,0
C01287,45,86.17,Month-to-month,DSL,Bank transfer,2,0,0
C01288,53,80.24,Month-to-month,DSL,Bank transfer,2,0,1
C01289,42,,Two year,Fiber optic,Mailed check,1,0,0
C01290,63,43.38,Month-to-month,Fiber optic,Bank transfer,3,0,0
C01291,27,22.37,One year,Fiber optic,Credit card,0,0,0
C01292,38,103.49,Month-to-month,Fiber optic,Mailed check,0,0,1
C01293,60,117.47,Month-to-month,Fiber optic,Bank transfer,1,1,1
C01294,7,33.55,Month-to-month,DSL,Credit card,1,0,1
C01295,5,43.15,Two year,DSL,Credit card,1,0,0
